,ID,Listing Name,Display Name,Sector,Brief Description,Address,Website,Phone,Social Media 1,Social Media 1 Type,Social Media 2,Social Media 2 Type,Social Media 3,Social Media 3 Type,Status,lon,lat
1527,#NAME?,988-90 Hopkinson Avenue HDFC,988-90 Hopkinson Avenue HDFC,Housing,988-90 Hopkinson Avenue HDFC,988-90 Hopkinson Avenue,,,,,,,,,,-73.91027,40.656141
1528,#NAME?,464-68 West 51 Street HDFC,464-68 West 51 Street HDFC,Housing,464-68 West 51 Street HDFC,464-68 W 51 St,,,,,,,,,,-73.990928,40.765119
1529,#NAME?,10-12 West 93 Street HDFC,10-12 West 93 Street HDFC,Housing,10-12 West 93 Street HDFC,10 West 93 St,,,,,,,,,,-73.966966,40.790065
1530,#NAME?,487-89 Amsterdam Avenue HDFC,487-89 Amsterdam Avenue HDFC,Housing,487-89 Amsterdam Avenue HDFC,487 Amsterdam Avenue,,,,,,,,,,-73.976176,40.786043
1531,#NAME?,129-31 East 102 Street HDFC,129-31 East 102 Street HDFC,Housing,129-31 East 102 Street HDFC,129-31 East 102 St,,,,,,,,,,-73.948297,40.789772
1532,#NAME?,120-2 East 107 St Homesteaders HDFC,120-2 East 107 St Homesteaders HDFC,Housing,120-2 East 107 St Homesteaders HDFC,120-22 East 107 Street,,,,,,,,,,-73.946467,40.793176
1533,#NAME?,East Drive HDFC,East Drive HDFC,Housing,East Drive HDFC,205 E 124 St,,,,,,,,,,-73.935741,40.802805
1534,#NAME?,1867-69 Seventh Avenue HDFC,1867-69 Seventh Avenue HDFC,Housing,1867-69 Seventh Avenue HDFC,1867-69 Seventh Avenue,,,,,,,,,,-73.953502,40.801616
1535,#NAME?,100 St Nicholas Avenue HDFC,100 St Nicholas Avenue HDFC,Housing,100 St Nicholas Avenue HDFC,100 St Nicholas Ave,,,,,,,,,,-73.95228,40.802526
1536,#NAME?,241 West 111 Street HDFC,241 West 111 Street HDFC,Housing,241 West 111 Street HDFC,241 West 111 St,,,,,,,,,,-73.956559,40.800779
1537,#NAME?,375 New York HDFC,375 New York HDFC,Housing,375 New York HDFC,375 Manhattan Ave,,,,,,,,,,-73.957012,40.804819
1538,#NAME?,2301 Seventh Ave HDFC,2301 Seventh Ave HDFC,Housing,2301 Seventh Ave HDFC,2301 Seventh Avenue,,,,,,,,,,-73.943536,40.815294
1539,#NAME?,237 West 135 Street HDFC,237 West 135 Street HDFC,Housing,237 West 135 Street HDFC,237 W. 135th St.,,,,,,,,,,-73.945594,40.816141
1540,#NAME?,303 West 122 Street HDFC,303 West 122 Street HDFC,Housing,303 West 122 Street HDFC,303 West 122 St,,,,,,,,,,-73.953362,40.808603
1541,#NAME?,URBAN OASIS HDFC,URBAN OASIS HDFC,Housing,URBAN OASIS HDFC,517 West 151 Street,,,,,,,,,,-73.945645,40.829392
1542,#NAME?,529 West 152 Street HDFC,529 West 152 Street HDFC,Housing,529 West 152 Street HDFC,529 West 152 St,,,,,,,,,,-73.945807,40.830283
1543,#NAME?,Cheops HDFC,Cheops HDFC,Housing,Cheops HDFC,655 Riverside Drive,,,,,,,,,,-73.953108,40.825677
1544,#NAME?,438-40 West 164 Street HDFC,438-40 West 164 Street HDFC,Housing,438-40 West 164 Street HDFC,438-40 West 164 St,,,,,,,,,,-73.937774,40.836697
1545,#NAME?,Palace United HDFC,Palace United HDFC,Housing,Palace United HDFC,537 West 156 St,,,,,,,,,,-73.943874,40.832856
1546,#NAME?,24 Cooper St HDFC,24 Cooper St HDFC,Housing,24 Cooper St HDFC,24 Cooper St,,,,,,,,,,-73.924514,40.867526
1547,#NAME?,530 West 153 Street HDFC,530 West 153 Street HDFC,Housing,530 West 153 Street HDFC,530 West 153 St,,,,,,,,,,-73.945521,40.830912
1548,#NAME?,17 Clinton St HDFC,17 Clinton St HDFC,Housing,17 Clinton St HDFC,17 Clinton St,,,,,,,,,,-73.984235,40.720776
1549,#NAME?,53 Stanton Street HDFC,53 Stanton Street HDFC,Housing,53 Stanton Street HDFC,53 Stanton St,,,,,,,,,,-73.990371,40.721991
1550,#NAME?,416 West 129 St HDFC,416 West 129 St HDFC,Housing,416 West 129 St HDFC,416 West 129 St,,,,,,,,,,-73.952298,40.81394
1551,#NAME?,619 West 143 Street HDFC,619 West 143 Street HDFC,Housing,619 West 143 Street HDFC,619 W 143rd Street,,,,,,,,,,-73.952551,40.825652
1552,#NAME?,400 West 152 St HDFC,400 West 152 St HDFC,Housing,400 West 152 St HDFC,400 West 152 Street,,,,,,,,,,-73.941895,40.828571
1553,#NAME?,277 Quincy Street HDFC,277 Quincy Street HDFC,Housing,277 Quincy Street HDFC,277 Quincy St,,,,,,,,,,-73.949608,40.687088
1554,#NAME?,250 Madison St HDFC,250 Madison St HDFC,Housing,250 Madison St HDFC,250 Madison St,,,,,,,,,,-73.948765,40.684896
1555,#NAME?,180-84 East 104 St HDFC,180-84 East 104 St HDFC,Housing,180-84 East 104 St HDFC,180 E 104 St,,,,,,,,,,-73.946212,40.790479
1556,#NAME?,59-61 MSN Ave/371 W 120 St HDFC,59-61 MSN Ave/371 W 120 St HDFC,Housing,59-61 MSN Ave/371 W 120 St HDFC,61 Morningside,,,,,,,,,,-73.956083,40.808483
1557,#NAME?,2386 Morris Ave HDFC,2386 Morris Ave HDFC,Housing,2386 Morris Ave HDFC,2386 Morris Ave,,,,,,,,,,-73.900663,40.860133
1558,#NAME?,11-15 St Nicholas Ave HDFC,11-15 St Nicholas Ave HDFC,Housing,11-15 St Nicholas Ave HDFC,11-15 St Nicholas Ave,,,,,,,,,,-73.952636,40.799358
1559,#NAME?,322 West 47 Street HDFC,322 West 47 Street HDFC,Housing,322 West 47 Street HDFC,322 W 47 ST,,,,,,,,,,-73.988738,40.760915
1560,#NAME?,697 Dawson St HDFC,697 Dawson St HDFC,Housing,697 Dawson St HDFC,697 Dawson Street,,,,,,,,,,-73.901094,40.81669
1561,#NAME?,1347 Bristow St HDFC,1347 Bristow St HDFC,Housing,1347 Bristow St HDFC,1347 Bristow Street,,,,,,,,,,-73.894943,40.831971
1562,#NAME?,1050 Hancock St HDFC,1050 Hancock St HDFC,Housing,1050 Hancock St HDFC,1050 Hancock Street,,,,,,,,,,-73.914939,40.688373
1563,#NAME?,First Ludford-Lourdes HDFC,First Ludford-Lourdes HDFC,Housing,First Ludford-Lourdes HDFC,610 W.140th Street,,,,,,,,,,-73.953598,40.823589
1564,#NAME?,Casa Libre HDFC,Casa Libre HDFC,Housing,Casa Libre HDFC,512 West 162 St,,,,,,,,,,-73.940699,40.836344
1565,#NAME?,Cloverleaf Towers HDFC,Cloverleaf Towers HDFC,Housing,Cloverleaf Towers HDFC,920 Metcalf Ave,,,,,,,,,,-73.871113,40.823284
1566,#NAME?,165-167-169 Ave C HDFC,165-167-169 Ave C HDFC,Housing,165-167-169 Ave C HDFC,165 Ave C,,,,,,,,,,-73.977481,40.726008
1567,#NAME?,Hamilton Heights Community HDFC,Hamilton Heights Community HDFC,Housing,Hamilton Heights Community HDFC,421 West 148 St,,,,,,,,,,-73.944368,40.82641
1568,#NAME?,Hamilton Heights Community HDFC,Hamilton Heights Community HDFC,Housing,Hamilton Heights Community HDFC,502 West 148 St,,,,,,,,,,-73.946777,40.827357
1569,#NAME?,Hamilton Heights Community HDFC,Hamilton Heights Community HDFC,Housing,Hamilton Heights Community HDFC,505 West 148 St,,,,,,,,,,-73.94682,40.827439
1570,#NAME?,Hamilton Heights Community HDFC,Hamilton Heights Community HDFC,Housing,Hamilton Heights Community HDFC,512 West 149 St,,,,,,,,,,-73.946567,40.828094
1571,#NAME?,Hamilton Heights Community HDFC,Hamilton Heights Community HDFC,Housing,Hamilton Heights Community HDFC,514-16 West 148 St,,,,,,,,,,-73.947169,40.827528
1572,#NAME?,Hamilton Heights Community HDFC,Hamilton Heights Community HDFC,Housing,Hamilton Heights Community HDFC,518 West 146 St,,,,,,,,,,-73.948064,40.826278
1573,#NAME?,Hamilton Heights Community HDFC,Hamilton Heights Community HDFC,Housing,Hamilton Heights Community HDFC,518-20 West 148 St,,,,,,,,,,-73.947304,40.827582
1574,#NAME?,Hamilton Heights Community HDFC,Hamilton Heights Community HDFC,Housing,Hamilton Heights Community HDFC,521 West 148 St,,,,,,,,,,-73.94722,40.827607
1575,#NAME?,Hamilton Heights Community HDFC,Hamilton Heights Community HDFC,Housing,Hamilton Heights Community HDFC,529 West 148 St,,,,,,,,,,-73.947431,40.827698
1576,#NAME?,Hamilton Heights Community HDFC,Hamilton Heights Community HDFC,Housing,Hamilton Heights Community HDFC,538 West 148 St,,,,,,,,,,-73.94774,40.827762
1577,#NAME?,Hamilton Heights Community HDFC,Hamilton Heights Community HDFC,Housing,Hamilton Heights Community HDFC,555 West 148 St,,,,,,,,,,-73.94812,40.827978
1578,#NAME?,Mascot Flats HDFC,Mascot Flats HDFC,Housing,Mascot Flats HDFC,742 East 6 Street,,,,,,,,,,-73.977681,40.722801
1579,#NAME?,745 Homesteaders HDFC,745 Homesteaders HDFC,Housing,745 Homesteaders HDFC,745 East 6th Street,,,,,,,,,,-73.977321,40.72271
1580,#NAME?,Umbrella House HDFC,Umbrella House HDFC,Housing,Umbrella House HDFC,21-23 Avenue C,,,,,,,,,,-73.980921,40.721285
1581,#NAME?,21 East 1 Street HDFC / JUPTER 21,21 East 1 Street HDFC / JUPTER 21,Housing,21 East 1 Street HDFC / JUPTER 21,7 1/2 2nd Avenue,,,,,,,,,,-73.990958,40.724176
1582,#NAME?,155 Avenue C HDFC,155 Avenue C HDFC,Housing,155 Avenue C HDFC,155 Avenue C,,,,,,,,,,-73.977749,40.725649
1583,#NAME?,209 East 7 Street HDFC,209 East 7 Street HDFC,Housing,209 East 7 Street HDFC,209 East 7 St,,,,,,,,,,-73.979911,40.724555
1584,#NAME?,274 East 7 St HDFC,274 East 7 St HDFC,Housing,274 East 7 St HDFC,274 East 7 St,,,,,,,,,,-73.977065,40.723293
1585,#NAME?,Bullet Space HDFC,Bullet Space HDFC,Housing,Bullet Space HDFC,292 East 3 St,,,,,,,,,,-73.979737,40.721282
1586,#NAME?,377 E 10 Street HDFC,377 E 10 Street HDFC,Housing,377 E 10 Street HDFC,377 E 10th St,,,,,,,,,,-73.978499,40.726299
1587,#NAME?,719 East 6th Street HDFC,719 East 6th Street HDFC,Housing,719 East 6th Street HDFC,719 East 6th Street,,,,,,,,,,-73.978283,40.723115
1588,#NAME?,Serenity HDFC,Serenity HDFC,Housing,Serenity HDFC,733 E 9th St,,,,,,,,,,-73.976577,40.724727
1589,#NAME?,303-05 East 8 St HDFC,303-05 East 8 St HDFC,Housing,303-05 East 8 St HDFC,666 Broadway,,,,,,,,,,-73.995215,40.727052
1590,#NAME?,2310 Clarendon Road HDFC,2310 Clarendon Road HDFC,Housing,2310 Clarendon Road HDFC,2310 Clarendon Road,,,,,,,,,,-73.955055,40.642817
1591,#NAME?,Unity Court HDFC,Unity Court HDFC,Housing,Unity Court HDFC,125 West 111 St,,,,,,,,,,-73.953606,40.799532
1592,#NAME?,936-938 Cliffcrest HDFC,936-938 Cliffcrest HDFC,Housing,936-938 Cliffcrest HDFC,938 Saint Nicholas Ave.,,,,,,,,,,-73.940769,40.8321
1593,#NAME?,20 Westminster Road HDFC,20 Westminster Road HDFC,Housing,20 Westminster Road HDFC,20 Westminster Road,,,,,,,,,,-73.968728,40.648761
1594,#NAME?,Lenox Court HDFC,Lenox Court HDFC,Housing,Lenox Court HDFC,86 West 119 St,,,,,,,,,,-73.947925,40.803776
1595,#NAME?,131 EAST HDFC,131 EAST HDFC,Housing,131 EAST HDFC,131 East 101 St,,,,,,,,,,-73.948966,40.789244
1596,#NAME?,540-550 West 144 St HDFC,540-550 West 144 St HDFC,Housing,540-550 West 144 St HDFC,550 W 144 St,,,,,,,,,,-73.949962,40.825317
1597,#NAME?,540-550 West 144 St HDFC,540-550 West 144 St HDFC,Housing,540-550 West 144 St HDFC,550 W 144 St,,,,,,,,,,-73.949962,40.825317
1598,#NAME?,520 West 144 Street HDFC,520 West 144 Street HDFC,Housing,520 West 144 Street HDFC,520 W 144 St,,,,,,,,,,-73.949137,40.824969
1599,#NAME?,Patchen,Patchen,Housing,Patchen,42 Patchen Ave,,,,,,,,,,-73.927694,40.690902
1600,#NAME?,321 St Nicholas Ave Apartments HDFC,321 St Nicholas Ave Apartments HDFC,Housing,321 St Nicholas Ave Apartments HDFC,321 St Nicholas Ave,,,,,,,,,,-73.952442,40.811292
1601,#NAME?,230 East 95 St HDFC,230 East 95 St HDFC,Housing,230 East 95 St HDFC,230 East 95 Street,,,,,,,,,,-73.948278,40.783834
1602,#NAME?,545 Warren Street HDFC,545 Warren Street HDFC,Housing,545 Warren Street HDFC,545 Warren St,,,,,,,,,,-73.98259,40.682053
1603,#NAME?,514 West 149 St HDFC,514 West 149 St HDFC,Housing,514 West 149 St HDFC,514 West 149 St,,,,,,,,,,-73.946612,40.828113
1604,#NAME?,Sunbay HDFC,Sunbay HDFC,Housing,Sunbay HDFC,322 57th St,,,,,,,,,,-74.018234,40.643464
1605,#NAME?,166-68-70 Mulberry St HDFC,166-68-70 Mulberry St HDFC,Housing,166-68-70 Mulberry St HDFC,166 Mulberry St,,,,,,,,,,-73.997091,40.719778
1606,#NAME?,192 East 164 St HDFC,192 East 164 St HDFC,Housing,192 East 164 St HDFC,192 East 164 St,,,,,,,,,,-73.919851,40.829153
1607,#NAME?,Residents Association 186 East 104 Street HDFC,Residents Association 186 East 104 Street HDFC,Housing,Residents Association 186 East 104 Street HDFC,186 East 104 St,,,,,,,,,,-73.946099,40.790434
1608,#NAME?,473 United HDFC,473 United HDFC,Housing,473 United HDFC,473 West 145 St,,,,,,,,,,-73.946473,40.824788
1609,#NAME?,Franklin Kite HDFC,Franklin Kite HDFC,Housing,Franklin Kite HDFC,1342 Franklin Ave,,,,,,,,,,-73.901085,40.832788
1610,#NAME?,Jennings Terrace Gardens HDFC,Jennings Terrace Gardens HDFC,Housing,Jennings Terrace Gardens HDFC,749 Jennings St,,,,,,,,,,-73.898087,40.831853
1611,#NAME?,Plaza Off the Park HDFC,Plaza Off the Park HDFC,Housing,Plaza Off the Park HDFC,1815 Prospect Ave.,,,,,,,,,,-73.891337,40.841893
1612,#NAME?,Mott Haven Victory HDFC,Mott Haven Victory HDFC,Housing,Mott Haven Victory HDFC,496 Southern Boulevard,,,,,,,,,,-73.905461,40.811205
1613,#NAME?,West Farms Freeman HDFC,West Farms Freeman HDFC,Housing,West Farms Freeman HDFC,1000 Freeman St,,,,,,,,,,-73.887479,40.829212
1614,#NAME?,79 Hanson Place HDFC,79 Hanson Place HDFC,Housing,79 Hanson Place HDFC,79 Hanson Place,,,,,,,,,,-73.974557,40.685521
1615,#NAME?,104 East Harlem HDFC,104 East Harlem HDFC,Housing,104 East Harlem HDFC,1661 Lexington Avenue,,,,,,,,,,-73.946961,40.791265
1616,#NAME?,229 West 113 Street HDFC,229 West 113 Street HDFC,Housing,229 West 113 Street HDFC,229 West 113 St,,,,,,,,,,-73.954855,40.801709
1617,#NAME?,363 West 116 St HDFC,363 West 116 St HDFC,Housing,363 West 116 St HDFC,363 West 116 St,,,,,,,,,,-73.957242,40.805234
1618,#NAME?,450 East 118 St HDFC,450 East 118 St HDFC,Housing,450 East 118 St HDFC,450 East 118 St,,,,,,,,,,-73.932708,40.796547
1619,#NAME?,River View HDFC,River View HDFC,Housing,River View HDFC,508 West 135 St,,,,,,,,,,-73.953269,40.8193
1620,#NAME?,Westside 135 Street HDFC,Westside 135 Street HDFC,Housing,Westside 135 Street HDFC,512 West 135th St,,,,,,,,,,-73.953548,40.819418
1621,#NAME?,260 Marcus HDFC,260 Marcus HDFC,Housing,260 Marcus HDFC,260 Marcus Garvey Boulevard,,,,,,,,,,-73.93923,40.688742
1622,#NAME?,856 Nostrand Ave HDFC,856 Nostrand Ave HDFC,Housing,856 Nostrand Ave HDFC,856 Nostrand Ave,,,,,,,,,,-73.950616,40.668673
1623,#NAME?,529 Marcy HDFC,529 Marcy HDFC,Housing,529 Marcy HDFC,529 Marcy Avenue,,,,,,,,,,-73.94955,40.697176
1624,#NAME?,633 Sterling Place HDFC,633 Sterling Place HDFC,Housing,633 Sterling Place HDFC,633 Sterling Place,,,,,,,,,,-73.957794,40.673474
1625,#NAME?,411 Chauncey HDFC,411 Chauncey HDFC,Housing,411 Chauncey HDFC,411 Chauncey Street,,,,,,,,,,-73.917979,40.681757
1626,#NAME?,Macombs Manor HDFC,Macombs Manor HDFC,Housing,Macombs Manor HDFC,262 West 154 St,,,,,,,,,,-73.937281,40.828259
1627,#NAME?,Tiffany Apartments HDFC,Tiffany Apartments HDFC,Housing,Tiffany Apartments HDFC,927 Tiffany St,,,,,,,,,,-73.894933,40.820334
1628,#NAME?,Hamilton Heights Community HDFC,Hamilton Heights Community HDFC,Housing,Hamilton Heights Community HDFC,505 West 148 St,,,,,,,,,,-73.94682,40.827439
1629,#NAME?,1711-1723 Townsend Ave HDFC,1711-1723 Townsend Ave HDFC,Housing,1711-1723 Townsend Ave HDFC,1723 Townsend Ave,,,,,,,,,,-73.911883,40.846798
1630,#NAME?,282 Manhattan Ave HDFC,282 Manhattan Ave HDFC,Housing,282 Manhattan Ave HDFC,282 Manhattan Ave,,,,,,,,,,-73.958787,40.802287
1631,#NAME?,21 E 1st HDFC/Jupiter 21,21 E 1st HDFC/Jupiter 21,Housing,21 E 1st HDFC/Jupiter 21,21 E 1st Street,,,,,,,,,,-73.991099,40.72437
1632,#NAME?,59 West 109 Street HDFC,59 West 109 Street HDFC,Housing,59 West 109 Street HDFC,59 W 109th St,,,,,,,,,,-73.960711,40.800901
1633,#NAME?,304 St. John's Place HDFC,304 St. John's Place HDFC,Housing,304 St. John's Place,304 St. John's Place,,,,,,,,,,-73.96745,40.67401
1634,#NAME?,7th cinema,7th cinema,Worker,7Cinema provides resources for emerging filmmakers and creates visual content to amplify the work of advocacy and arts organizations,,http://www.7cinema.org/,,,,,,,,,,
1635,#NAME?,A Bookkeeping Cooperative,A Bookkeeping Cooperative,Worker,"ABC is a worker-owned union cooperative dedicated to building solidarity economies. We develop the skills, systems, and confidence of people and projects working towards a just world beyond capitalism through bookkeeping, consulting, and financial education.",,http://www.bookkeeping.coop,,,,,,,,,-73.985345,40.677303
1636,#NAME?,Action OSH LLC,Action OSH LLC,Worker,"ACTIONOSH is a cooperative in constant growth focused on health and occupational safety, through occupational health and safety, through consultancy services to companies and
worker training. Located in New York with national reach, ACTIONOSH has a team of professionals with more than 3500 hours of experience with more than 3500 hours of experience training more than 2500 people who work in Construction Industry, General Industry, among others. Action OSH's classes are based on andragogy, which refers to the and reflect the commitment to develop in them and in the consultancies of all our clients the concept of culture of security.",,http://actionosh.com,,,,,,,,,-73.906075,40.745266
1637,#NAME?,Algarabia Language Co-op,Algarabia Language Co-op,Worker,"Algarabia Language Co-op offers affordable language classes and social justice curricula that speaks to you.

​Our Language for Social Justice program was established in 2016 as a grassroots alternative to formal language instruction, serving queer People of Color, Spanish and Arabic bilinguals (Heritage speakers), community organizers, political activists and community-based organizations.

As we are committed to anti-colonial political education, we offer Spanish and Arabic language classes with a social justice focus, centering the experiences of immigrant and queer People of Color and offering sliding scale and payment plans.",,https://www.algarabialanguage.com,,,,,,,,,,
1638,#NAME?,Alliance Psychological Services of New York (Alliance Collective),Alliance Psychological Services of New York (Alliance Collective),Worker,"Alliance Psychological Services of New York is part of a worker collective on the border of Brooklyn and Queens. As humans with radical values, we actively oppose the ""mental health industrial complex""—the cultural, political, and economic system that maintains structures of oppression through its power to define and enforce ""sanity."" Many of us who seek care end up experiencing coercion and control. Yet, because (1) we are human, and (2) we wake up every morning to capitalism and a piping-hot, freshly poured cup of injustice, we need care.",,http://www.alliancepsych.nyc,,,,,,,,,-73.904548,40.697234
1639,#NAME?,Ampled,Ampled,Worker,"Ampled is a Patreon-like platform for musicians, owned by its artists and workers. Ampled allows artists to be directly supported by their community without intermediaries or gatekeepers (and is collectively owned by its artists and workers).",,https://www.ampled.com/,,,,,,,,,,
1640,#NAME?,Apple Eco-Cleaning,Apple Eco-Cleaning,Worker,"Apple Eco-Friendly Cleaning, LLC is a woman worker-owned cooperative, founded in 2010 when, against all odds, a group of women sought a way to organize themselves in the quest for better jobs and treatment, and, overall, a better quality of life. Based in Queens, NY, Apple Eco-Friendly Cleaning, LLC is a green cleaning business model based on social responsibility, environmental justice, and collective ownership.",,https://www.appleecocleaning.com/,,,,,,,,,,
1641,#NAME?,Atlantic Fine Art Services (formerly known as Red Hook Transfer),Atlantic Fine Art Services (formerly known as Red Hook Transfer),Worker,"Atlantic Fine Art Services is a full-service worker cooperative offering crating, fabrication, transport, installation, shipping & storage. Owned & operated by a collective of veteran art-handlers, fabricators and skilled tradespeople, they have over 100 years of combined experience with backgrounds in art handling, art logistics, carpentry, woodworking, fabrication and high-end residential & commercial construction.",,https://www.atlanticfineartservices.com,,,,,,,,,-74.007539,40.680357
1642,#NAME?,Beyond Booking Inc / The Bunker New York,Beyond Booking Inc / The Bunker New York,Worker,"The Bunker New York is an event series, record label, booking agency, podcast, and radio show",,http://thebunkerny.com,,,,,,,,,-73.961562,40.714098
1643,#NAME?,Beyond Care Childcare Coop,Beyond Care Childcare Coop,Worker,A socially responsible cooperative business whose members provide child care services.,,http://beyondcare.coop,,,,,,,,,-74.00511,40.652001
1644,#NAME?,Big Duck,Big Duck,Worker,"Big Duck is a worker-owned cooperative that has been developing nonprofit brands, campaigns, and teams for decades. We’ve honed our process and structure to make communications projects manageable for our clients while delivering exceptional results.",,https://bigduck.com/,,,,,,,,,-73.976051,40.673329
1645,#NAME?,Bio-Classic Cleaning,Bio-Classic Cleaning,Worker,"Bio Classic is an organization of women who strive to provide a high quality cleaning service, using ecological products that allow us to protect the health of our customers, the environment, and our children.",,https://bioclassiccleaning.coop,,,,,,,,,,
1646,#NAME?,BKLN CLEAN Coop,BKLN CLEAN Coop,Worker,"We are workers in the cleaning industry and our mission is to take care of the health and well-being of us, our clients, and the environment. The cooperative offers natural biodegradable cleaning products shaped by their 12 year of experience in the home and commercial cleaning industry.",,https://bklnclean.coop,,,,,,,,,-74.009514,40.651013
1647,#NAME?,Bluestockings Cooperative,Bluestockings Cooperative,Worker,"Bluestockings Cooperative is a worker-owned community space and bookstore guided by the principles of abolition feminism, solidarity, and transformative justice practices.",,http://www.bluestockings.com,,,,,,,,,-73.985918,40.718933
1648,#NAME?,breadfruit,breadfruit,Worker,"Breadfruit is a cooperative focused on woodworking and other Indigenous maker practices. We co-create and share refurbished furniture, home goods and skill shares with working-class Black, Indigenous and People of Color in NYC.",,https://www.breadfruit.coop/,,,,,,,,,-73.889551,40.871905
1649,#NAME?,Bridge Change,Bridge Change,Worker,,,http://bridgechange.com,,,,,,,,,-73.925659,40.672094
1650,#NAME?,Brooklyn Stone and Tile,Brooklyn Stone and Tile,Worker,"Brooklyn Stone & Tile is a worker cooperative specializing in fabrication and installation of natural stone, quartz and tile material.",,https://brooklynstoneandtile.com/,,,,,,,,,-73.977765,40.698472
1651,#NAME?,Cooperative Home Care Associates,Cooperative Home Care Associates,Worker,"Cooperative Home Care Associates (CHCA) is a nationally recognized, worker-owned home care agency in the Bronx. CHCA was founded in 1985 to provide quality home care to clients by providing quality jobs for direct-care workers.",,http://chcany.org,,,,,,,,,-73.89191,40.860884
1652,#NAME?,Cooperatives United for Sunset Park,Cooperatives United for Sunset Park,Worker,"Alianza CUSP, Inc. is a non-profit organization that believes in an inclusive economy where everybody can participate",,http://cusp.coop/,,,,,,,,,-74.004742,40.652009
